"id";"age";"sexe";"nivetud";"poids";"occup";"qualif";"freres.soeurs";"clso";"relig";"trav.imp";"trav.satisf";"hard.rock";"lecture.bd";"peche.chasse";"cuisine";"bricol";"cinema";"sport";"heures.tv"
1283;75;"Femme";"Derniere annee d'etudes primaires";5322,9047816;"Retraite";;1;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Oui";"Oui";"Non";"Non";"Oui";5
1285;31;"Homme";"Enseignement superieur y compris technique superieur";6781,5564311;"Exerce une profession";"Technicien";2;"Non";"Ni croyance ni appartenance";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";2
1288;50;"Homme";"1er cycle";1551,6758627;"Autre inactif";"Technicien";6;"Non";"Rejet";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";2
1289;71;"Femme";"2eme cycle";2802,7995736;"Retraite";"Employe";1;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";4
1290;20;"Homme";;7011,9474218;"Etudiant, eleve";;2;"Oui";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";2
1292;63;"Femme";"Derniere annee d'etudes primaires";3010,8863877;"Retraite";"Employe";1;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";2
1295;45;"Femme";"Enseignement superieur y compris technique superieur";1067,5998509;"Exerce une profession";"Employe";1;"Non";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Non";2
1296;36;"Homme";"Enseignement technique ou professionnel court";1521,3197575;"Chomeur";"Ouvrier qualifie";1;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";4
1297;70;"Femme";"1er cycle";3715,9236861;"Retraite";"Employe";5;"Oui";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";3
1301;74;"Homme";"2eme cycle";1179,3928646;"Retraite";"Technicien";3;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";1,1
1303;45;"Homme";"Derniere annee d'etudes primaires";2741,4608609;"Exerce une profession";"Ouvrier qualifie";7;"Non";"Appartenance sans pratique";"Aussi important que le reste";"Insatisfaction";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";5
1304;26;"Homme";"Enseignement superieur y compris technique superieur";3358,4173427;"Exerce une profession";"Technicien";1;"Oui";"Ni croyance ni appartenance";"Aussi important que le reste";"Insatisfaction";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";2
1305;39;"Femme";"2eme cycle";6505,6274662;"Exerce une profession";"Employe";1;"Non";"Appartenance sans pratique";"Peu important";"Insatisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";2
1307;67;"Femme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";5537,8934039;"Retraite";"Employe";5;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";5
1309;21;"Homme";"Enseignement technique ou professionnel long";4249,1422959;"Exerce une profession";"Employe";3;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";3
1310;50;"Femme";"Enseignement superieur y compris technique superieur";702,41048688;"Au foyer";"Profession intermediaire";1;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";4
1311;53;"Femme";"Derniere annee d'etudes primaires";7534,5555171;"Autre inactif";"Ouvrier qualifie";0;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";3
1312;58;"Homme";"Enseignement superieur y compris technique superieur";3861,2157821;"Exerce une profession";"Cadre";2;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";1
1313;45;"Femme";"1er cycle";2295,9066816;"Exerce une profession";"Employe";8;"Oui";"NSP ou NVPR";"Moins important que le reste";"Insatisfaction";"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";3
1315;23;"Homme";"2eme cycle";2107,7226629;"Exerce une profession";"Ouvrier qualifie";2;"Oui";"Pratiquant regulier";"Moins important que le reste";"Insatisfaction";"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";2
1317;34;"Femme";"Enseignement superieur y compris technique superieur";7402,6272122;"Exerce une profession";"Employe";1;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";2,1
1318;73;"Femme";"N'a jamais fait d'etudes";3060,2319327;"Autre inactif";"Ouvrier specialise";6;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";2
1319;35;"Femme";"Enseignement superieur y compris technique superieur";2600,238465;"Exerce une profession";"Cadre";3;"Oui";"Ni croyance ni appartenance";"Peu important";"Insatisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";1,7
1324;40;"Homme";"1er cycle";2257,9279384;"Chomeur";"Ouvrier specialise";8;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Non";"Oui";11
1325;33;"Homme";"Enseignement superieur y compris technique superieur";3581,918276;"Exerce une profession";"Autre";1;"Non";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Oui";"Non";"Oui";2
1326;47;"Femme";"Enseignement technique ou professionnel court";2763,387833;"Autre inactif";;3;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";2
1327;23;"Femme";"Enseignement superieur y compris technique superieur";3176,4191631;"Chomeur";"Ouvrier specialise";2;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";3
1328;61;"Femme";"Enseignement superieur y compris technique superieur";7453,3497511;"Retraite";"Employe";7;"Oui";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";3
1331;50;"Femme";"2eme cycle";3845,5417097;"Exerce une profession";"Employe";1;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";2
1332;65;"Femme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";7230,2791841;"Retraite";"Employe";5;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";3
1336;33;"Homme";"2eme cycle";4736,3719717;"Exerce une profession";"Cadre";2;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";0,9
1340;55;"Homme";"Enseignement technique ou professionnel court";6250,2960851;"Exerce une profession";"Technicien";1;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";2
1341;39;"Femme";"Enseignement technique ou professionnel court";26178,586819;"Au foyer";"Employe";3;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Non";5
1343;67;"Femme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";7709,5131185;"Au foyer";"Ouvrier specialise";5;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";2
1344;75;"Femme";"2eme cycle";17240,873814;"Retire des affaires";;1;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";3
1345;31;"Homme";"Enseignement superieur y compris technique superieur";6139,8658678;"Exerce une profession";"Cadre";1;"Non";"Appartenance sans pratique";"Aussi important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";1
1346;48;"Femme";"1er cycle";745,01655556;"Exerce une profession";"Employe";3;"Non";"Pratiquant occasionnel";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Non";0,1
1347;41;"Femme";"1er cycle";1165,6873938;"Au foyer";;3;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";1
1348;46;"Homme";"Enseignement superieur y compris technique superieur";2800,7949561;"Exerce une profession";"Cadre";2;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";0
1349;39;"Homme";"Enseignement technique ou professionnel court";1263,4070424;"Exerce une profession";"Employe";0;"Non";"Rejet";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";2
1350;69;"Femme";"Derniere annee d'etudes primaires";7605,6920501;"Retraite";"Employe";4;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";3
1351;78;"Femme";"Derniere annee d'etudes primaires";3280,8776338;"Autre inactif";"Employe";2;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";1
1352;47;"Homme";"Enseignement superieur y compris technique superieur";8881,5335208;"Exerce une profession";"Cadre";1;"Oui";"Pratiquant occasionnel";"Aussi important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";1
1353;59;"Homme";"Derniere annee d'etudes primaires";1242,3704793;"Autre inactif";"Cadre";6;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";3
1355;55;"Femme";"Enseignement technique ou professionnel court";8415,7330676;"Exerce une profession";;3;"Non";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";0
1356;67;"Homme";"2eme cycle";5408,6532203;"Retraite";"Cadre";3;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Non";0
1359;65;"Femme";"Derniere annee d'etudes primaires";1172,4749102;"Au foyer";"Employe";4;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";0,1
1360;42;"Femme";"Derniere annee d'etudes primaires";1346,0906272;"Exerce une profession";"Employe";2;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Non";"Non";5
1366;56;"Femme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";6495,1009004;"Exerce une profession";"Employe";4;"Oui";"Pratiquant regulier";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";3
1367;46;"Femme";"1er cycle";6465,6639547;"Exerce une profession";"Employe";4;"Oui";"Ni croyance ni appartenance";"Aussi important que le reste";"Insatisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";3
1369;47;"Homme";"2eme cycle";1169,4222615;"Exerce une profession";"Technicien";8;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";3
1370;23;"Femme";"Enseignement technique ou professionnel court";6352,8385866;"Chomeur";"Employe";1;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";4
1372;40;"Femme";"Enseignement technique ou professionnel long";3420,064615;"Exerce une profession";"Technicien";5;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";2
1375;25;"Femme";;1162,9359355;"Etudiant, eleve";"Employe";0;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";0,9
1380;38;"Homme";"2eme cycle";15116,149621;"Exerce une profession";"Cadre";1;"Non";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";0,4
1383;47;"Femme";"N'a jamais fait d'etudes";1894,2963081;"Exerce une profession";"Ouvrier specialise";11;"Non";"Pratiquant regulier";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Non";2
1385;41;"Femme";"1er cycle";8829,3087516;"Chomeur";"Autre";6;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";4
1386;66;"Homme";"Enseignement superieur y compris technique superieur";2824,9971097;"Retraite";"Cadre";5;"Oui";"NSP ou NVPR";;;"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";1
1392;50;"Homme";"Derniere annee d'etudes primaires";4895,1413279;"Exerce une profession";"Ouvrier qualifie";0;"Oui";"Ni croyance ni appartenance";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Non";2
1393;70;"Femme";"Derniere annee d'etudes primaires";3093,5856349;"Autre inactif";"Ouvrier specialise";3;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";4
1394;34;"Homme";;8865,789788;"Etudiant, eleve";;0;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Non";2
1396;84;"Homme";"1er cycle";3844,5207348;"Retraite";"Profession intermediaire";6;"Oui";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";2
1399;59;"Femme";"Derniere annee d'etudes primaires";13775,511913;"Exerce une profession";;2;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";3
1402;56;"Femme";"1er cycle";2302,2451403;"Au foyer";"Ouvrier qualifie";3;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";6
1403;21;"Femme";"2eme cycle";6747,1580593;"Chomeur";;2;"Oui";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Non";5
1404;37;"Homme";"Enseignement technique ou professionnel court";5620,9289597;"Exerce une profession";"Employe";2;"Oui";"Appartenance sans pratique";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";3
1405;58;"Femme";"N'a jamais fait d'etudes";3806,4790872;"Retraite";"Employe";1;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";0
1406;26;"Homme";"Enseignement technique ou professionnel long";6793,4772467;"Exerce une profession";"Ouvrier qualifie";2;"Non";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Non";"Oui";3
1407;53;"Homme";"Enseignement technique ou professionnel court";1648,4888236;"Chomeur";"Profession intermediaire";5;"Oui";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";3
1408;48;"Femme";"Enseignement superieur y compris technique superieur";2239,6192427;"Chomeur";"Cadre";5;"Oui";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";2
1409;36;"Femme";"Enseignement technique ou professionnel court";1244,8118425;"Exerce une profession";;2;"Oui";"Pratiquant occasionnel";"Le plus important";"Equilibre";"Non";"Non";"Oui";"Oui";"Non";"Oui";"Non";0,1
1412;87;"Femme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";3090,9835835;"Retraite";"Ouvrier specialise";3;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";3
1414;68;"Femme";"Derniere annee d'etudes primaires";5117,2424277;"Retraite";"Profession intermediaire";1;"Oui";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";4
1415;59;"Femme";"Derniere annee d'etudes primaires";4563,1468217;"Exerce une profession";"Employe";6;"Non";"Appartenance sans pratique";"Aussi important que le reste";"Equilibre";"Non";"Non";"Oui";"Oui";"Non";"Oui";"Non";3
1416;54;"Homme";"Enseignement technique ou professionnel court";1470,3204311;"Retraite";"Technicien";3;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";1
1417;48;"Homme";"Enseignement technique ou professionnel court";1947,2897873;"Exerce une profession";;1;"Non";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";1
1420;61;"Homme";"Derniere annee d'etudes primaires";7576,043574;"Retraite";"Ouvrier specialise";6;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Oui";"Non";"Oui";"Non";"Non";5
1421;27;"Homme";"Enseignement technique ou professionnel court";5765,146137;"Exerce une profession";"Ouvrier qualifie";3;"Non";"Appartenance sans pratique";"Le plus important";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";0
1424;45;"Femme";"2eme cycle";1902,2888914;"Exerce une profession";"Employe";2;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";2
1426;64;"Femme";"Derniere annee d'etudes primaires";3795,3733813;"Retraite";"Technicien";2;"Non";"NSP ou NVPR";;;"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";2
1429;42;"Femme";"Enseignement technique ou professionnel long";4561,4956205;"Exerce une profession";"Technicien";1;"Oui";"Appartenance sans pratique";"Peu important";"Insatisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";0,4
1430;30;"Homme";"Enseignement superieur y compris technique superieur";14805,284124;"Exerce une profession";"Cadre";2;"Non";"Appartenance sans pratique";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";2
1432;66;"Femme";"Derniere annee d'etudes primaires";1005,5605175;"Retraite";"Profession intermediaire";1;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";5
1433;51;"Homme";"Enseignement technique ou professionnel long";5662,7879016;"Exerce une profession";"Technicien";3;"Non";"Ni croyance ni appartenance";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";1,4
1434;44;"Femme";"N'a jamais fait d'etudes";5160,8440851;"Au foyer";;6;"Ne sait pas";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Non";"Oui";1
1435;52;"Homme";"Enseignement technique ou professionnel long";3009,3528967;"Exerce une profession";;3;"Non";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";2
1439;45;"Femme";"Enseignement superieur y compris technique superieur";27021,941088;"Au foyer";;3;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";0
1442;52;"Homme";"Derniere annee d'etudes primaires";2747,4124052;"Exerce une profession";"Profession intermediaire";0;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Non";2
1443;54;"Femme";"1er cycle";3368,8764606;"Chomeur";"Employe";2;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";3
1444;34;"Femme";"Enseignement superieur y compris technique superieur";3086,1021755;"Exerce une profession";"Autre";2;"Non";"Pratiquant regulier";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Non";2
1446;49;"Femme";"1er cycle";592,35738524;"Exerce une profession";"Ouvrier specialise";3;"Non";"Appartenance sans pratique";"Moins important que le reste";"Insatisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";3
1450;42;"Femme";"Enseignement superieur y compris technique superieur";1379,4323833;"Exerce une profession";"Cadre";8;"Non";"Ni croyance ni appartenance";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";2
1452;45;"Homme";"Enseignement technique ou professionnel court";3098,4923402;"Exerce une profession";"Technicien";2;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Non";3
1454;55;"Femme";"Enseignement technique ou professionnel court";4064,4304918;"Exerce une profession";"Employe";4;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";2
1456;40;"Femme";"2eme cycle";7739,941836;"Exerce une profession";"Ouvrier specialise";1;"Oui";"Appartenance sans pratique";"Peu important";"Equilibre";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";3
